JBCXM__PARTICIPANT__R.SURPART_EXTERNALID__C,JBCXM__ANSWERTEXT__C,JBCXM__ANSWER__R.SURALLOWANS_EXTERNALID__C,JBCXM__QUESTION__R.SURQUES_EXTERNALID__C,JBCXM__RANKTEXT__C,JBCXM__RANK__C,JBCXM__SUBMISSIONTIME__C,JBCXM__SURVEYMASTER__R.SURMASTER_EXTERNALID__C,SURUSERANS_EXTERNALID__C
BartConn@googly.comICM Corp,,Customer Retention_Checkbox5Any time of the day on Weekends_ans7,Customer Retention_Checkbox5,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Checkbox5Any time of the day on Weekends_ans7Customer Retention_Checkbox5
BartConn@googly.comICM Corp,,Customer Retention_Radio6No_ans2,Customer Retention_Radio6,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Radio6No_ans2Customer Retention_Radio6
BartConn@googly.comICM Corp,,Customer Retention_MultiSelect7Quickly identify the problem_ans1,Customer Retention_MultiSelect7,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_MultiSelect7Quickly identify the problem_ans1Customer Retention_MultiSelect7
BartConn@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BartConn@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BartConn@googly.comICM Corp,,Customer Retention_Checkbox10Customer Service Desk_ans4,Customer Retention_Checkbox10,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Checkbox10Customer Service Desk_ans4Customer Retention_Checkbox10
BartConn@googly.comICM Corp,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BartConn@googly.comICM Corp,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BartholomeLehner@googly.comICM Corp,,Customer Retention_NPS135_ans6,Customer Retention_NPS13,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_NPS135_ans6Customer Retention_NPS13
BartholomeLehner@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_NPS13
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1Customer Retention_Text8
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1Customer Retention_Text9
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10Services_ans3,Customer Retention_Checkbox10,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10Services_ans3Customer Retention_Checkbox10
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12PlacePunch_ans5,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12PlacePunch_ans5Customer Retention_MatrixMultipleAnswers12_Checkbox1
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixMultipleAnswers12PlacePunch_ans5,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixMultipleAnswers12PlacePunch_ans5Customer Retention_MatrixMultipleAnswers12_Checkbox2
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_NPS130_ans1,Customer Retention_NPS13,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS130_ans1Customer Retention_NPS13
BartConn@googly.comICM Corp,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BartConn@googly.comICM Corp,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BartConn@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12CoreMotives_ans1,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12CoreMotives_ans1Customer Retention_MatrixMultipleAnswers12_Checkbox1
BartConn@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12PlacePunch_ans5,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12PlacePunch_ans5Customer Retention_MatrixMultipleAnswers12_Checkbox2
BartConn@googly.comICM Corp,,Customer Retention_NPS137_ans8,Customer Retention_NPS13,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_NPS137_ans8Customer Retention_NPS13
BartConn@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,2,Customer Retention,BartConn@googly.comICM CorpCustomer Retention_NPS13
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_NPS13
BarneyJenkins@googly.comICM Corp,,Customer Retention_Radio1Once in 2-3 Months_ans4,Customer Retention_Radio1,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Radio1Once in 2-3 Months_ans4Customer Retention_Radio1
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio2
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio3,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio3
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio4,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio4
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio5
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio6,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio6
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1Customer Retention_Comment3
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4Probably will not_ans4,Customer Retention_SingleSelect4,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4Probably will not_ans4Customer Retention_SingleSelect4
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6No_ans2,Customer Retention_Radio6,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6No_ans2Customer Retention_Radio6
BrookeUpton@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3,Customer Retention_MultiSelect7,,,2,Customer Retention,BrookeUpton@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3Customer Retention_MultiSelect7
BarneyJenkins@googly.comICM Corp,,Customer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3,Customer Retention_MultiSelect7,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3Customer Retention_MultiSelect7
BarneyJenkins@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BarneyJenkins@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BarneyJenkins@googly.comICM Corp,,Customer Retention_Checkbox10Sales_ans1,Customer Retention_Checkbox10,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Checkbox10Sales_ans1Customer Retention_Checkbox10
BarneyJenkins@googly.comICM Corp,,Customer Retention_Radio6No_ans2,Customer Retention_Radio6,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Radio6No_ans2Customer Retention_Radio6
BarneyJenkins@googly.comICM Corp,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BarneyJenkins@googly.comICM Corp,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BarneyJenkins@googly.comICM Corp,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BarneyJenkins@googly.comICM Corp,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12Email_ans2,Customer Retention_MatrixMultipleAnswers12_Checkbox1,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12Email_ans2Customer Retention_MatrixMultipleAnswers12_Checkbox1
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixMultipleAnswers12Email_ans2,Customer Retention_MatrixMultipleAnswers12_Checkbox2,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixMultipleAnswers12Email_ans2Customer Retention_MatrixMultipleAnswers12_Checkbox2
BarneyJenkins@googly.comICM Corp,,Customer Retention_NPS136_ans7,Customer Retention_NPS13,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_NPS136_ans7Customer Retention_NPS13
BarneyJenkins@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",,Customer Retention_NPS13,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_NPS13
BartholomeLehner@googly.comICM Corp,,Customer Retention_Radio1Monthly Once_ans3,Customer Retention_Radio1,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Radio1Monthly Once_ans3Customer Retention_Radio1
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio1,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio1
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio2,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio2
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio3,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio3
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio4,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio4
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio5,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio5
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio1Once in 2-3 Months_ans4,Customer Retention_Radio1,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio1Once in 2-3 Months_ans4Customer Retention_Radio1
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio1,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio1
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Delightfully_ans4,Customer Retention_MatrixSingleAnswer2_Radio2,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Delightfully_ans4Customer Retention_MatrixSingleAnswer2_Radio2
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio3,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio3
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio4,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio4
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio5,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio5
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Miserably_ans1,Customer Retention_MatrixSingleAnswer2_Radio1,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Miserably_ans1Customer Retention_MatrixSingleAnswer2_Radio1
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Delightfully_ans4,Customer Retention_MatrixSingleAnswer2_Radio2,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Delightfully_ans4Customer Retention_MatrixSingleAnswer2_Radio2
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio3,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio3
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio4,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio4
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio5,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio5
BarneyJenkins@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Delightfully_ans4,Customer Retention_MatrixSingleAnswer2_Radio6,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Delightfully_ans4Customer Retention_MatrixSingleAnswer2_Radio6
BarneyJenkins@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_Comment3_ans1Customer Retention_Comment3
BarneyJenkins@googly.comICM Corp,,Customer Retention_SingleSelect4Probably will not_ans4,Customer Retention_SingleSelect4,,,2,Customer Retention,BarneyJenkins@googly.comICM CorpCustomer Retention_SingleSelect4Probably will not_ans4Customer Retention_SingleSelect4
BartholomeLehner@googly.comICM Corp,,Customer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2,Customer Retention_MatrixSingleAnswer2_Radio6,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MatrixSingleAnswer2Somewhat Satisfactory_ans2Customer Retention_MatrixSingleAnswer2_Radio6
BartholomeLehner@googly.comICM Corp,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Comment3_ans1Customer Retention_Comment3
BartholomeLehner@googly.comICM Corp,,Customer Retention_SingleSelect4Probably will not_ans4,Customer Retention_SingleSelect4,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_SingleSelect4Probably will not_ans4Customer Retention_SingleSelect4
BartholomeLehner@googly.comICM Corp,,Customer Retention_Radio6No_ans2,Customer Retention_Radio6,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Radio6No_ans2Customer Retention_Radio6
BartholomeLehner@googly.comICM Corp,,Customer Retention_MultiSelect7Handle issues with courtesy and professionalism_ans4,Customer Retention_MultiSelect7,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_MultiSelect7Handle issues with courtesy and professionalism_ans4Customer Retention_MultiSelect7
BartholomeLehner@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Text8_ans1Customer Retention_Text8
BartholomeLehner@googly.comICM Corp,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Text9_ans1Customer Retention_Text9
BartholomeLehner@googly.comICM Corp,,Customer Retention_Checkbox10Liked none of our Services_ans6,Customer Retention_Checkbox10,,,2,Customer Retention,BartholomeLehner@googly.comICM CorpCustomer Retention_Checkbox10Liked none of our Services_ans6Customer Retention_Checkbox10
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MatrixSingleAnswer2Very Satisfactory_ans3,Customer Retention_MatrixSingleAnswer2_Radio6,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MatrixSingleAnswer2Very Satisfactory_ans3Customer Retention_MatrixSingleAnswer2_Radio6
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,"Note that the code always refers to the Collection by its interface type (Set) rather than by its implementation type (HashSet). This is a strongly recommended programming practice because it gives you the flexibility to change implementations merely by changing the constructor. If either of the variables used to store a collection or the parameters used to pass it around are declared to be of the Collection's implementation type rather than its interface type, all such variables and parameters must be changed in order to change its implementation type.",Customer Retention_Comment3_ans1,Customer Retention_Comment3,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Comment3_ans1Customer Retention_Comment3
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_SingleSelect4Probably will not_ans4,Customer Retention_SingleSelect4,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_SingleSelect4Probably will not_ans4Customer Retention_SingleSelect4
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Radio6No_ans2,Customer Retention_Radio6,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Radio6No_ans2Customer Retention_Radio6
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3,Customer Retention_MultiSelect7,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_MultiSelect7Help you understand the cause and the solution to the problem_ans3Customer Retention_MultiSelect7
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text8_ans1,Customer Retention_Text8,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text8_ans1Customer Retention_Text8
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,This comments are filled for text field.,Customer Retention_Text9_ans1,Customer Retention_Text9,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Text9_ans1Customer Retention_Text9
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Checkbox10Customer Service Desk_ans4,Customer Retention_Checkbox10,,,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Checkbox10Customer Service Desk_ans4Customer Retention_Checkbox10
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Sales_ans1,Customer Retention_Ranking11,1,1,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Sales_ans1Customer Retention_Ranking11
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Pre-Sales_ans2,Customer Retention_Ranking11,2,2,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Pre-Sales_ans2Customer Retention_Ranking11
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Services_ans3,Customer Retention_Ranking11,3,3,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Services_ans3Customer Retention_Ranking11
BonitaKirlin@gainsight.comCadbury Beverages Div Cadbury,,Customer Retention_Ranking11Customer Service Desk_ans4,Customer Retention_Ranking11,4,4,2,Customer Retention,BonitaKirlin@gainsight.comCadbury Beverages Div CadburyCustomer Retention_Ranking11Customer Service Desk_ans4Customer Retention_Ranking11
