"JBCXM__Account__c","JBCXM__Stage__c","JBCXM__Status__c","JBCXM__Comments__c"
"0019000000oGEgsAAG","stage1","InactiveCustomer","ERNESTO GALVAN GARCIA - stage1 - InactiveCustomer"
"0019000000oGEgtAAG","stage2","ActiveCustomer","ESA FILMS SC - stage2 - ActiveCustomer"
"0019000000oGEQSAA4","stage3","InactiveCustomer","ESCOBEDO TELLEZ ALFREDO - stage3 - InactiveCustomer"
"0019000000oGEdOAAW","stage4","ActiveCustomer","ESCORPION COMUNICACIONES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGETRAA4","stage5","InactiveCustomer","ESPECIALIDADES INDUSTRIALES Y AGRIC - stage5 - InactiveCustomer"
"0019000000oGEPNAA4","stage6","ActiveCustomer","ESPINOZA GASTELUM BETTINA - stage6 - ActiveCustomer"
"0019000000oGENVAA4","stage1","InactiveCustomer","ESTACION DE SERVICIO FRAGOSO SA DE - stage1 - InactiveCustomer"
"0019000000oGEVdAAO","stage2","ActiveCustomer","ESTRADA LIZAMA DIEGO DOMINGO - stage2 - ActiveCustomer"
"0019000000oGENmAAO","stage3","InactiveCustomer","ETIGESSA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGES0AAO","stage4","ActiveCustomer","ETIPRINT SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEdPAAW","stage5","InactiveCustomer","ETIQUETAS ELECTRONICAS DE OCCIDENTE - stage5 - InactiveCustomer"
"0019000000oGEcEAAW","stage6","ActiveCustomer","EURO CARE S DE RL DE CV - stage6 - ActiveCustomer"
"0019000000oGEQiAAO","stage1","InactiveCustomer","EVEREADY DE MEXICO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGET3AAO","stage2","ActiveCustomer","EXELCO SUPPLY MANAGEMENT SA DE CV - stage2 - ActiveCustomer"
"0019000000oGELhAAO","stage3","InactiveCustomer","FABPSA DEL NORTE SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEijAAG","stage4","ActiveCustomer","FAJA DE ORO ABASTOS SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEdQAAW","stage5","InactiveCustomer","FAVELA MORENO MIGUEL ANGEL - stage5 - InactiveCustomer"
"0019000000oGEZ4AAO","stage6","ActiveCustomer","FELIX ORPINELA MARGARITA - stage6 - ActiveCustomer"
"0019000000oGEUaAAO","stage1","InactiveCustomer","FERBEL NORTE SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEMEAA4","stage2","ActiveCustomer","FERMAN SILVA ESTEBAN - stage2 - ActiveCustomer"
"0019000000oGEfTAAW","stage3","InactiveCustomer","FERRETERIA MODELO DEL BAJIO SA DE C - stage3 - InactiveCustomer"
"0019000000oGEWpAAO","stage4","ActiveCustomer","FERRETERIA SAN CARLOS SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEdRAAW","stage5","InactiveCustomer","FERRETERIA Y ACEROS LOMA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEGAAA4","stage6","ActiveCustomer","FERRETERIA Y SIMILARES DE - stage6 - ActiveCustomer"
"0019000000oGEWqAAO","stage1","InactiveCustomer","FERTILIZANTES TEPEYAC SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEiOAAW","stage2","ActiveCustomer","FERVISA INGENIERIA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEMTAA4","stage3","InactiveCustomer","FIANZAS ATLAS SA - stage3 - InactiveCustomer"
"0019000000oGEUsAAO","stage4","ActiveCustomer","FIERRO VILLAREAL JESUS - stage4 - ActiveCustomer"
"0019000000oGEbCAAW","stage5","InactiveCustomer","FILM MASTER SA DE CV - stage5 - InactiveCustomer"
"0019000000oGERUAA4","stage6","ActiveCustomer","FILTRALUB SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEY1AAO","stage1","InactiveCustomer","FIRST QUALITY CHEMICALS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEfUAAW","stage2","ActiveCustomer","FITCH MEXICO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEV9AAO","stage3","InactiveCustomer","FLORES BANUELOS NORA ANA MARIA - stage3 - InactiveCustomer"
"0019000000oGEVQAA4","stage4","ActiveCustomer","FLORES COBO FERNANDO - stage4 - ActiveCustomer"
"0019000000oGEbdAAG","stage5","InactiveCustomer","FLORES PEREZ AGUILAR LINO - stage5 - InactiveCustomer"
"0019000000oGEZ5AAO","stage6","ActiveCustomer","FLORES RIOS MIGUEL ANGEL - stage6 - ActiveCustomer"
"0019000000oGEdSAAW","stage1","InactiveCustomer","FLORES SALAS CARLOS EDMUNDO - stage1 - InactiveCustomer"
"0019000000oGEdTAAW","stage2","ActiveCustomer","FLORES SALAZAR ROSA ISABEL - stage2 - ActiveCustomer"
"0019000000oGEguAAG","stage3","InactiveCustomer","FLORES SANTINI EMILIO SANTOS - stage3 - InactiveCustomer"
"0019000000oGEaxAAG","stage4","ActiveCustomer","FLOW-MEXA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEZ6AAO","stage5","InactiveCustomer","FOMENTO EDUCATIVO DEL CENTRO AC - stage5 - InactiveCustomer"
"0019000000oGEWBAA4","stage6","ActiveCustomer","FORMAS GENERALES SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEgvAAG","stage1","InactiveCustomer","FOTO CONTINO DE VERACRUZ S.A. DE CV - stage1 - InactiveCustomer"
"0019000000oGEgwAAG","stage2","ActiveCustomer","FRANZONI LOBO FRANCISCO MARTIN - stage2 - ActiveCustomer"
"0019000000oGEewAAG","stage3","InactiveCustomer","FRAYRE ROMERO JAVIER ALEJANDRO - stage3 - InactiveCustomer"
"0019000000oGEQ1AAO","stage4","ActiveCustomer","FREGOSO GUILLERMO EDNA MARIA - stage4 - ActiveCustomer"
"0019000000oGETxAAO","stage5","InactiveCustomer","FRIGORIFICA CONTRERAS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEbeAAG","stage6","ActiveCustomer","FRIMAX CARROCERIAS - stage6 - ActiveCustomer"
"0019000000oGEWrAAO","stage1","InactiveCustomer","FUNCION COMUNITARIA REGIONAL AC - stage1 - InactiveCustomer"
"0019000000oGEQ2AAO","stage2","ActiveCustomer","FUNDACION GUANAJUATO PARA EL - stage2 - ActiveCustomer"
"0019000000oGEP6AAO","stage3","InactiveCustomer","FUSION CREATIVA ARTE Y PUNTO SA DE - stage3 - InactiveCustomer"
"0019000000oGEMUAA4","stage4","ActiveCustomer","GAGEMAK INTRA S DE RL DE CV - stage4 - ActiveCustomer"
"0019000000oGEQjAAO","stage5","InactiveCustomer","GALASS BODAS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEgxAAG","stage6","ActiveCustomer","GALLARDO LUCERO LUVIA - stage6 - ActiveCustomer"
"0019000000oGEgyAAG","stage1","InactiveCustomer","GAMBOA AHUMADA EDUARDO - stage1 - InactiveCustomer"
"0019000000oGEdUAAW","stage2","ActiveCustomer","GARCIA GARCIA MANUEL - stage2 - ActiveCustomer"
"0019000000oGEafAAG","stage3","InactiveCustomer","GARCIA GARCIA MARIA DE LA LUZ - stage3 - InactiveCustomer"
"0019000000oGEZ7AAO","stage4","ActiveCustomer","GARCIA LOMELI ARTURO - stage4 - ActiveCustomer"
"0019000000oGEdVAAW","stage5","InactiveCustomer","GARCIA PEREZ AMELIA - stage5 - InactiveCustomer"
"0019000000oGEFnAAO","stage6","ActiveCustomer","GARCIA TOPETE ENRIQUE - stage6 - ActiveCustomer"
"0019000000oGEaOAAW","stage1","InactiveCustomer","GARCIA ZAMORA CRISTIAN - stage1 - InactiveCustomer"
"0019000000oGEgzAAG","stage2","ActiveCustomer","GARZA DEL POZO CARLOS - stage2 - ActiveCustomer"
"0019000000oGEMrAAO","stage3","InactiveCustomer","GARZA ELIZONDO Y COMPANIA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZ8AAO","stage4","ActiveCustomer","GASBO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGERVAA4","stage5","InactiveCustomer","GASTRONOMICA PATAGONIA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEbfAAG","stage6","ActiveCustomer","GAXIOLA MELENDREZ MARIO ALBERTO - stage6 - ActiveCustomer"
"0019000000oGEOIAA4","stage1","InactiveCustomer","GEA GRUPO DE ECONOMISTAS Y ASOCIADO - stage1 - InactiveCustomer"
"0019000000oGET4AAO","stage2","ActiveCustomer","GEEKRF SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEayAAG","stage3","InactiveCustomer","GENERAL DE PINTURAS Y SERVICIOS SA - stage3 - InactiveCustomer"
"0019000000oGEQTAA4","stage4","ActiveCustomer","GERINNOV CORPORATION - stage4 - ActiveCustomer"
"0019000000oGEMsAAO","stage5","InactiveCustomer","GERMAN VEGA JULIAN ISIDORO - stage5 - InactiveCustomer"
"0019000000oGENIAA4","stage6","ActiveCustomer","GIMSA AUTOMOTRIZ SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEexAAG","stage1","InactiveCustomer","GLOPS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEQ3AAO","stage2","ActiveCustomer","GOMEZ LLAMAS JOSE ALVARO - stage2 - ActiveCustomer"
"0019000000oGEZ9AAO","stage3","InactiveCustomer","GOMEZ LOPEZ JESUS - stage3 - InactiveCustomer"
"0019000000oGEPdAAO","stage4","ActiveCustomer","GOMEZ MUNOZ ERIKA - stage4 - ActiveCustomer"
"0019000000oGEQ4AAO","stage5","InactiveCustomer","GOMEZ VEGA FELIX - stage5 - InactiveCustomer"
"0019000000oGESlAAO","stage6","ActiveCustomer","GOMSA CAMIONES S.A DE C.V. - stage6 - ActiveCustomer"
"0019000000oGEbgAAG","stage1","InactiveCustomer","GONZALEZ AYALA WILBERT - stage1 - InactiveCustomer"
"0019000000oGEWsAAO","stage2","ActiveCustomer","GONZALEZ BURGOA RICARDO - stage2 - ActiveCustomer"
"0019000000oGEVRAA4","stage3","InactiveCustomer","GONZALEZ CANO Y CIA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEWCAA4","stage4","ActiveCustomer","GONZALEZ DURAN VAZQUEZ JUAN - stage4 - ActiveCustomer"
"0019000000oGEdWAAW","stage5","InactiveCustomer","GONZALEZ GONZALEZ JULIO ENRIQUE - stage5 - InactiveCustomer"
"0019000000oGEWtAAO","stage6","ActiveCustomer","GOYA CORTES ALBERTO DE JESUS - stage6 - ActiveCustomer"
"0019000000oGEVxAAO","stage1","InactiveCustomer","GRANEROS UNIDOS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEfVAAW","stage2","ActiveCustomer","GRANJA RAB SA DE CV - stage2 - ActiveCustomer"
"0019000000oGENnAAO","stage3","InactiveCustomer","GRIJALVA CONS EDNA YOLANDA - stage3 - InactiveCustomer"
"0019000000oGESFAA4","stage4","ActiveCustomer","GRUAS GALINDO DE SALTILLO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEWuAAO","stage5","InactiveCustomer","GRUPO ACIR MORELOS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGETSAA4","stage6","ActiveCustomer","GRUPO BAJO CERO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEUPAA4","stage1","InactiveCustomer","GRUPO COMBUSTIBLESS.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEdXAAW","stage2","ActiveCustomer","GRUPO COMERCIAL CHAPA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEQxAAO","stage3","InactiveCustomer","GRUPO CONFIRMA INVESTIGACIONES - stage3 - InactiveCustomer"
"0019000000oGENWAA4","stage4","ActiveCustomer","GRUPO ELECTRICO COELBA SA  DE CV - stage4 - ActiveCustomer"
"0019000000oGEO3AAO","stage5","InactiveCustomer","GRUPO IDALIMENTOS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGELwAAO","stage6","ActiveCustomer","GRUPO INDUSTRIAL MAQUINAS DE LIMPIE - stage6 - ActiveCustomer"
"0019000000oGERGAA4","stage1","InactiveCustomer","GRUPO INDUSTRIAL MODELO S.A. DE C.V - stage1 - InactiveCustomer"
"0019000000oGEdYAAW","stage2","ActiveCustomer","GRUPO INDUSTRIAL VIDA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGES1AAO","stage3","InactiveCustomer","GRUPO INDUSTRIAL Y COMERCIAL ALOINZ - stage3 - InactiveCustomer"
"0019000000oGEUtAAO","stage4","ActiveCustomer","GRUPO PRISMA DE OCCIDENTE SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEikAAG","stage5","InactiveCustomer","GRUPO REPRESENTANTE DE - stage5 - InactiveCustomer"
"0019000000oGEfWAAW","stage6","ActiveCustomer","GRUPO SIMSA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEUbAAO","stage1","InactiveCustomer","GRUPO TECNO ELECTRONICS S. DE R.L D - stage1 - InactiveCustomer"
"0019000000oGEbhAAG","stage2","ActiveCustomer","GUERRERO ORTIZ RIGOBERTO - stage2 - ActiveCustomer"
"0019000000oGEFoAAO","stage3","InactiveCustomer","GUTIERREZ ARAMBULA LUIS ENRIQUE - stage3 - InactiveCustomer"
"0019000000oGEVSAA4","stage4","ActiveCustomer","GUTIERREZ MARTIN DEL CAMPO JORGE - stage4 - ActiveCustomer"
"0019000000oGEdZAAW","stage5","InactiveCustomer","GUTIERREZ ZAMUDIO GUSTAVO GUILLERMO - stage5 - InactiveCustomer"
"0019000000oGEjcAAG","stage6","ActiveCustomer","GUZMAN MARTINEZ RAUL - stage6 - ActiveCustomer"
"0019000000oGEZAAA4","stage1","InactiveCustomer","GUZMAN PRADO SAUL - stage1 - InactiveCustomer"
"0019000000oGEZBAA4","stage2","ActiveCustomer","HALO STUDIO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEGBAA4","stage3","InactiveCustomer","HAUND COMERCIAL SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEQkAAO","stage4","ActiveCustomer","HELVIO RICARDO MOLLINEDO PON - stage4 - ActiveCustomer"
"0019000000oGEWvAAO","stage5","InactiveCustomer","HERNANDEZ CORTEZ SUSANA - stage5 - InactiveCustomer"
"0019000000oGEVeAAO","stage6","ActiveCustomer","HERNANDEZ GARCIA GERARDO - stage6 - ActiveCustomer"
"0019000000oGEdaAAG","stage1","InactiveCustomer","HERNANDEZ MORENO EDGAR DAVID - stage1 - InactiveCustomer"
"0019000000oGEcFAAW","stage2","ActiveCustomer","HERNANDEZ PERALES JESUS - stage2 - ActiveCustomer"
"0019000000oGEagAAG","stage3","InactiveCustomer","HERNANDEZ SEBASTIAN MARIA AURORA - stage3 - InactiveCustomer"
"0019000000oGEbDAAW","stage4","ActiveCustomer","HERNANDEZ VITAL RAQUEL - stage4 - ActiveCustomer"
"0019000000oGEh0AAG","stage5","InactiveCustomer","HERRERA MANCERA JOSE - stage5 - InactiveCustomer"
"0019000000oGEOcAAO","stage6","ActiveCustomer","HERRERA NUNEZ DAMARIS - stage6 - ActiveCustomer"
"0019000000oGEZCAA4","stage1","InactiveCustomer","HERREROS PERALTA ERNESTO - stage1 - InactiveCustomer"
"0019000000oGEjDAAW","stage2","ActiveCustomer","HIAB S.A DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEdbAAG","stage3","InactiveCustomer","HIDALGO SAVIN BEATRIZ - stage3 - InactiveCustomer"
"0019000000oGEVyAAO","stage4","ActiveCustomer","HIDROCARBUROS Y DERIVADOS SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEh1AAG","stage5","InactiveCustomer","HIELO CRISTAL DE CELAYA S.A. DE C.V - stage5 - InactiveCustomer"
"0019000000oGEGSAA4","stage6","ActiveCustomer","HIELO CRISTAL DE IRAPUATO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEfXAAW","stage1","InactiveCustomer","HIGH CHEM SPECIALTIES MEXICO SA DECV - stage1 - InactiveCustomer"
"0019000000oGEdcAAG","stage2","ActiveCustomer","HM TRES Y CONSULTORIA SC - stage2 - ActiveCustomer"
"0019000000oGEZDAA4","stage3","InactiveCustomer","HOLIDAY INN CUERNAVACA. S-A DE C.V. - stage3 - InactiveCustomer"
"0019000000oGEh2AAG","stage4","ActiveCustomer","HOLZER Y CIA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEY2AAO","stage5","InactiveCustomer","HOTELES CASA INN S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEbiAAG","stage6","ActiveCustomer","HOTELES REAL PLAZA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEWwAAO","stage1","InactiveCustomer","HUSSEY COPPER DE MEXICO S DE RL DE CV - stage1 - InactiveCustomer"
"0019000000oGENJAA4","stage2","ActiveCustomer","IBARRA CAMPOS ANTONIO - stage2 - ActiveCustomer"
"0019000000oGEMtAAO","stage3","InactiveCustomer","ICYME SA DE CV - stage3 - InactiveCustomer"
"0019000000oGENXAA4","stage4","ActiveCustomer","ID CREATIVA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEQUAA4","stage5","InactiveCustomer","IDEE CONSULTING GROUP SC - stage5 - InactiveCustomer"
"0019000000oGEMuAAO","stage6","ActiveCustomer","IDENTI SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEOJAA4","stage1","InactiveCustomer","IDENTIFICACION Y EMPAQUE INDUSTRIAL - stage1 - InactiveCustomer"
"0019000000oGEddAAG","stage2","ActiveCustomer","ILACAD S.A. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEZEAA4","stage3","InactiveCustomer","IMPACT MEDIA PUBLISHING MEXICO SA D - stage3 - InactiveCustomer"
"0019000000oGEQ5AAO","stage4","ActiveCustomer","IMPREFLEX SA DE CV - stage4 - ActiveCustomer"
"0019000000oGELxAAO","stage5","InactiveCustomer","IMPRESIONES DEL GOLFO SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdeAAG","stage6","ActiveCustomer","IMPRESOS LITOPOLIS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEMFAA4","stage1","InactiveCustomer","IMPRESOS PROFESIONALES DEL CENTRO S - stage1 - InactiveCustomer"
"0019000000oGEWDAA4","stage2","ActiveCustomer","IMPRESOS PUBLICITARIOS YGA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGETTAA4","stage3","InactiveCustomer","IMPULSORA AZUCARERA DEL TROPICO SA - stage3 - InactiveCustomer"
"0019000000oGEP7AAO","stage4","ActiveCustomer","IMPULSORA DEL MALECON - stage4 - ActiveCustomer"
"0019000000oGEQ6AAO","stage5","InactiveCustomer","IMPULSORA PLAZA TORREON SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEO4AAO","stage6","ActiveCustomer","INDUSTRIA GALLISTICA MEXICANA - stage6 - ActiveCustomer"
"0019000000oGETyAAO","stage1","InactiveCustomer","INDUSTRIA METALICA DEL ENVASE SA DE - stage1 - InactiveCustomer"
"0019000000oGEPeAAO","stage2","ActiveCustomer","INDUSTRIAL PATRONA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEXjAAO","stage3","InactiveCustomer","INDUSTRIAL Y COMERCIAL MARTINEZ S - stage3 - InactiveCustomer"
"0019000000oGESXAA4","stage4","ActiveCustomer","INDUSTRIAS ALIMENTARIAS DEL - stage4 - ActiveCustomer"
"0019000000oGEjdAAG","stage5","InactiveCustomer","INDUSTRIAS DE REFRIGERACION - stage5 - InactiveCustomer"
"0019000000oGEh3AAG","stage6","ActiveCustomer","INDUSTRIAS Y ANALISIS AMBIENTALES S - stage6 - ActiveCustomer"
"0019000000oGETUAA4","stage1","InactiveCustomer","INEZA  SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEUuAAO","stage2","ActiveCustomer","INFORMACION SEGURA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEfYAAW","stage3","InactiveCustomer","INFRA DEL SUR S.A. DE C.V. - stage3 - InactiveCustomer"
"0019000000oGEh4AAG","stage4","ActiveCustomer","INGENIERIA COSTOS Y SERVICIOS - stage4 - ActiveCustomer"
"0019000000oGEdfAAG","stage5","InactiveCustomer","INGENIERIA EN MANTENIMIENTO INDUSTR - stage5 - InactiveCustomer"
"0019000000oGEilAAG","stage6","ActiveCustomer","INGENIERIA Y SERVICIOS DE VALORACIO - stage6 - ActiveCustomer"
"0019000000oGEazAAG","stage1","InactiveCustomer","INGENIERIA Y SUMINISTROS EN INCENDI - stage1 - InactiveCustomer"
"0019000000oGENoAAO","stage2","ActiveCustomer","INGREDIENTES FUNCIONALES DE MEXICO - stage2 - ActiveCustomer"
"0019000000oGERHAA4","stage3","InactiveCustomer","INMOBILIARIA HOTELERA DE QUERETARO - stage3 - InactiveCustomer"
"0019000000oGEZFAA4","stage4","ActiveCustomer","INNERQUEST SA DE CV - stage4 - ActiveCustomer"
"0019000000oGES2AAO","stage5","InactiveCustomer","INSTITUTO DE FOMENTO E INVESTIGACIO - stage5 - InactiveCustomer"
"0019000000oGERWAA4","stage6","ActiveCustomer","INSTRUMENTACION Y SERVICIOS DE - stage6 - ActiveCustomer"
"0019000000oGEZGAA4","stage1","InactiveCustomer","INTEGRADORA AGROPECUARIA DEL CENTRO - stage1 - InactiveCustomer"
"0019000000oGEUQAA4","stage2","ActiveCustomer","INTEGRADORA COMERCIAL DE IMPRESOS - stage2 - ActiveCustomer"
"0019000000oGET5AAO","stage3","InactiveCustomer","INVENTIVA Y CONSTRUCCION DE SISTEMA - stage3 - InactiveCustomer"
"0019000000oGEh5AAG","stage4","ActiveCustomer","IRON LAB SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEOqAAO","stage5","InactiveCustomer","ISA CODIFICADORES SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEfZAAW","stage6","ActiveCustomer","ITEMS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEimAAG","stage1","InactiveCustomer","JAQUEZ FELIX MARTIN - stage1 - InactiveCustomer"
"0019000000oGEVAAA4","stage2","ActiveCustomer","JASSO MARTINEZ LAURA ARACELY - stage2 - ActiveCustomer"
"0019000000oGEh6AAG","stage3","InactiveCustomer","JESUS GONZALEZ FRANCO - stage3 - InactiveCustomer"
"0019000000oGEVzAAO","stage4","ActiveCustomer","JMB EQUIPAMIENTOS Y SERVICIOS SA DE - stage4 - ActiveCustomer"
"0019000000oGEbjAAG","stage5","InactiveCustomer","JOHNSONVILLE MEXICO S DE RL - stage5 - InactiveCustomer"
"0019000000oGEdgAAG","stage6","ActiveCustomer","JOMART SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEdhAAG","stage1","InactiveCustomer","JOSE ALEJANDRO RIVERA NAVARRO - stage1 - InactiveCustomer"
"0019000000oGEZHAA4","stage2","ActiveCustomer","JOSE MONICO GARCIA MORENO Y/O MANTENIMIENTO HIDRAU - stage2 - ActiveCustomer"
"0019000000oGEZIAA4","stage3","InactiveCustomer","JUAN OSORIO LOPEZ AUTOS S.A. DE C.V - stage3 - InactiveCustomer"
"0019000000oGEGTAA4","stage4","ActiveCustomer","KEUKA MEXICO S.A. DE C.V. - stage4 - ActiveCustomer"
"0019000000oGEh7AAG","stage5","InactiveCustomer","KORPORATIVO AMBIENTAL SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEh8AAG","stage6","ActiveCustomer","LA ANTARTICA S DE RL DE CV - stage6 - ActiveCustomer"
"0019000000oGEWxAAO","stage1","InactiveCustomer","LA CASA DE LA RANA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEinAAG","stage2","ActiveCustomer","LA MESA DE CORTES SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEfaAAG","stage3","InactiveCustomer","LA UNIVERSAL IMPRESORA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEcGAAW","stage4","ActiveCustomer","LABOPRINTEC DIGITAL SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEh9AAG","stage5","InactiveCustomer","LABORATORIO CORDOBES DE DIAGNOSTICO - stage5 - InactiveCustomer"
"0019000000oGEdiAAG","stage6","ActiveCustomer","LABORATORIO DE CONSTATACION - stage6 - ActiveCustomer"
"0019000000oGEZJAA4","stage1","InactiveCustomer","LABORATORIO MICROBIOLOGICO INDUST. - stage1 - InactiveCustomer"
"0019000000oGEVfAAO","stage2","ActiveCustomer","LADEWIG SENKOWSKI SLAUKA - stage2 - ActiveCustomer"
"0019000000oGEOdAAO","stage3","InactiveCustomer","LAGUNA COMPRESORES Y EQUIPOS SA DE - stage3 - InactiveCustomer"
"0019000000oGEWyAAO","stage4","ActiveCustomer","LANGARICA SALINAS HECTOR IVAN - stage4 - ActiveCustomer"
"0019000000oGEOrAAO","stage5","InactiveCustomer","LAS GRANJAS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdjAAG","stage6","ActiveCustomer","LEDSA INDUSTRIAL S.A DE C.V. - stage6 - ActiveCustomer"
"0019000000oGERkAAO","stage1","InactiveCustomer","LEMUS GUTIERREZ BERTHA ALICIA - stage1 - InactiveCustomer"
"0019000000oGEbEAAW","stage2","ActiveCustomer","LEON FELIX MARCO ANTONIO - stage2 - ActiveCustomer"
"0019000000oGEjEAAW","stage3","InactiveCustomer","LEON JONGUITUD EVA GABRIELA - stage3 - InactiveCustomer"
"0019000000oGEahAAG","stage4","ActiveCustomer","LG DISTRIBUCIONES S.A. DE C.V. - stage4 - ActiveCustomer"
"0019000000oGEZKAA4","stage5","InactiveCustomer","LIDIA VARGAS LUNA - stage5 - InactiveCustomer"
"0019000000oGEGCAA4","stage6","ActiveCustomer","LLAMAS JAUREGUI RAUL - stage6 - ActiveCustomer"
"0019000000oGENYAA4","stage1","InactiveCustomer","LOGISTICA DE VALOR AGREGADO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhAAAW","stage2","ActiveCustomer","LONAS JOSE SANTANA DE CORDOBA - stage2 - ActiveCustomer"
"0019000000oGEFpAAO","stage3","InactiveCustomer","LOPEZ AGUILERA MA DE LOURDES - stage3 - InactiveCustomer"
"0019000000oGENKAA4","stage4","ActiveCustomer","LOPEZ CASTRO JUAN CARLOS - stage4 - ActiveCustomer"
"0019000000oGETVAA4","stage5","InactiveCustomer","LOPEZ CIPRIANO HUGO ALBERTO - stage5 - InactiveCustomer"
"0019000000oGEPOAA4","stage6","ActiveCustomer","LOPEZ DIAZ GILBERTO - stage6 - ActiveCustomer"
"0019000000oGEaPAAW","stage1","InactiveCustomer","LOPEZ GARCIA MARTHA - stage1 - InactiveCustomer"
"0019000000oGESYAA4","stage2","ActiveCustomer","LOPEZ LOPEZ GABRIEL - stage2 - ActiveCustomer"
"0019000000oGETWAA4","stage3","InactiveCustomer","LOPEZ OSORIO  CARLOS - stage3 - InactiveCustomer"
"0019000000oGEQlAAO","stage4","ActiveCustomer","LOPEZ POLANCO ALBERTO - stage4 - ActiveCustomer"
"0019000000oGESmAAO","stage5","InactiveCustomer","LOPEZ RAMIREZ AARON - stage5 - InactiveCustomer"
"0019000000oGEQyAAO","stage6","ActiveCustomer","LOPEZ ULLOA TOMAS - stage6 - ActiveCustomer"
"0019000000oGEQVAA4","stage1","InactiveCustomer","LOPEZ ZAVALA RAFAEL - stage1 - InactiveCustomer"
"0019000000oGEhBAAW","stage2","ActiveCustomer","LUBRIZOL DE MEXICO COMERCIAL S DE RL DE CV - stage2 - ActiveCustomer"
"0019000000oGEXkAAO","stage3","InactiveCustomer","LUMICENTRO S A DE C V - stage3 - InactiveCustomer"
"0019000000oGEOsAAO","stage4","ActiveCustomer","LUNA VERDI PAULINA AIDE - stage4 - ActiveCustomer"
"0019000000oGELyAAO","stage5","InactiveCustomer","MACIAS JUAREZ ARMANDO - stage5 - InactiveCustomer"
"0019000000oGEdkAAG","stage6","ActiveCustomer","MAGDALENO OCHOA GUILLERMO - stage6 - ActiveCustomer"
"0019000000oGEjFAAW","stage1","InactiveCustomer","MAGID DE MEXICO L.L.C. - stage1 - InactiveCustomer"
