Account,Name,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-35,Instance 2,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 2,7719,10526,1018,9897,394,673,450,1252,1964
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-35,Instance 2,COMERCIALIZADORA RIMATOM SA de CV - Instance 2,5680,2810,3123,10067,436,639,251,1773,2296
K & S Contractors Supply Co,INSTANCELEVEL,-35,Instance 2,K & S Contractors Supply Co - Instance 2,776,11417,11938,8895,381,635,245,1652,2465
Tioga Hardwoods Inc,INSTANCELEVEL,-35,Instance 2,Tioga Hardwoods Inc - Instance 2,5040,4563,1440,1013,354,900,50,1472,1855
GHCL Limited,INSTANCELEVEL,-35,Instance 2,GHCL Limited - Instance 2,8937,5727,11823,3086,734,940,315,1456,1821
Motion Industries Inc.,INSTANCELEVEL,-35,Instance 2,Motion Industries Inc. - Instance 2,3149,1155,6190,526,578,845,370,1559,1903
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-35,Instance 2,SUKETU ORGANICS PRIVATE LIMITED - Instance 2,316,5978,4382,6738,748,743,377,1378,1766
Quantum Foods,INSTANCELEVEL,-35,Instance 2,Quantum Foods - Instance 2,7165,1548,11942,8499,769,717,446,1641,2469
Family Magazine,INSTANCELEVEL,-35,Instance 2,Family Magazine - Instance 2,2979,1791,10012,6298,549,1012,23,1216,1874
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-35,Instance 2,PROGRESSIVE AG PARTNERS - Instance 2,7267,1738,9377,11123,733,911,110,1058,2109
Innovative Laser Inc,INSTANCELEVEL,-35,Instance 2,Innovative Laser Inc - Instance 2,3157,11934,5606,11850,486,674,134,1672,2039
Addis Housewares Ltd,INSTANCELEVEL,-35,Instance 2,Addis Housewares Ltd - Instance 2,11934,2344,2249,1099,611,1061,224,1654,1781
SIGMADIS BRIGNAIS,INSTANCELEVEL,-35,Instance 2,SIGMADIS BRIGNAIS - Instance 2,5094,121,2922,10211,478,1002,214,1161,2415
APLNG,INSTANCELEVEL,-35,Instance 2,APLNG - Instance 2,9667,9763,6371,6305,707,1087,287,1975,1512
Quince Hungary Kft,INSTANCELEVEL,-35,Instance 2,Quince Hungary Kft - Instance 2,10438,10719,11051,3500,703,990,435,1652,1966
Jandel Scientific Inc.,INSTANCELEVEL,-35,Instance 2,Jandel Scientific Inc. - Instance 2,5482,11935,4237,6087,588,897,331,1539,2132
Viking Tool & Steel,INSTANCELEVEL,-35,Instance 2,Viking Tool & Steel - Instance 2,5509,5216,11003,6113,550,898,383,1061,2399
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-35,Instance 2,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 2,8229,6834,2019,7381,604,1096,465,1459,2116
MAPE USA,INSTANCELEVEL,-35,Instance 2,MAPE USA - Instance 2,738,10908,11017,6406,752,761,251,1283,1781
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-35,Instance 2,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 2,202,9109,5024,6850,675,884,432,1834,1629
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-35,Instance 2,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 2,5896,4010,9091,8918,511,731,146,1546,2202
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-35,Instance 2,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 2,9455,7889,6350,9965,526,1033,441,1407,1558
M&M SERVICE CO,INSTANCELEVEL,-35,Instance 2,M&M SERVICE CO - Instance 2,6168,3689,9446,2175,523,1005,47,1533,1517
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-35,Instance 2,CARROLLTON FARMERS ELEVATOR CO - Instance 2,4606,4877,198,6060,718,638,42,1278,1661
L and P Financial Services Co,INSTANCELEVEL,-35,Instance 2,L and P Financial Services Co - Instance 2,7191,8382,2434,11612,744,967,109,1260,2204
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-35,Instance 2,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 2,8846,8678,3751,8909,410,804,184,1603,1769
CATMADER SL,INSTANCELEVEL,-35,Instance 2,CATMADER SL - Instance 2,5827,3894,9372,2644,453,697,431,1827,2286
Tekno Inc,INSTANCELEVEL,-35,Instance 2,Tekno Inc - Instance 2,9401,2109,6380,7264,401,1041,5,1696,2495
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-35,Instance 2,LUIS MANUEL REYES VAZQUEZ - Instance 2,154,10302,5013,8683,617,744,110,1734,2387
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-35,Instance 2,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 2,5680,3758,8685,3510,722,839,154,1168,1754
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-35,Instance 2,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 2,6926,7394,11499,453,690,857,190,1541,2335
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-35,Instance 2,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 2,8356,1864,7996,9430,318,707,306,1745,1772
COMERGALV SA DE CV,INSTANCELEVEL,-35,Instance 2,COMERGALV SA DE CV - Instance 2,11076,2792,4009,11294,750,868,63,1757,2001
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-35,Instance 2,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 2,3107,11055,21,9532,467,631,422,1489,2331
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-35,Instance 2,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 2,11630,7978,4797,6063,388,1097,22,1784,1779
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-35,Instance 2,Pintura Estampado y Montaje Sapi de CV - Instance 2,2609,5608,8741,6597,628,984,376,1146,1767
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-35,Instance 2,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 2,8550,1103,3156,7040,484,1000,246,1697,1569
TERENTRO SA DE CV,INSTANCELEVEL,-35,Instance 2,TERENTRO SA DE CV - Instance 2,10098,4514,4225,11968,633,923,162,1200,1731
FUNTASTIC LIMITED,INSTANCELEVEL,-35,Instance 2,FUNTASTIC LIMITED - Instance 2,11497,4715,780,10089,782,624,230,1383,1503
DeeTag USA,INSTANCELEVEL,-35,Instance 2,DeeTag USA - Instance 2,10131,4281,4511,11944,553,992,379,1742,2176
Lakeland Village,INSTANCELEVEL,-35,Instance 2,Lakeland Village - Instance 2,6389,9843,10561,5790,573,808,84,1323,1522
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-35,Instance 2,CHAOAN SWEET BEST FOOD CO LTD - Instance 2,483,9369,8781,907,366,678,371,1940,2486
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-35,Instance 2,Cadbury Beverages Div Cadbury - Instance 2,4263,9568,9561,10713,750,850,65,1096,1698
Do not Use1,INSTANCELEVEL,-35,Instance 2,Do not Use1 - Instance 2,10832,10808,5367,11162,695,996,349,1758,1596
Oil Chem Research Corp,INSTANCELEVEL,-35,Instance 2,Oil Chem Research Corp - Instance 2,1665,8907,3593,2637,683,706,326,1186,1751
LICK ELEVATOR,INSTANCELEVEL,-35,Instance 2,LICK ELEVATOR - Instance 2,3407,8486,2208,5009,442,630,436,1994,1524
Quanex Screens LLC,INSTANCELEVEL,-35,Instance 2,Quanex Screens LLC - Instance 2,9258,7661,8452,7003,659,839,45,1277,2440
A and T unlimit Limited,INSTANCELEVEL,-36,Instance 1,A and T unlimit Limited - Instance 1,5556,3828,5827,6675,670,1083,199,1310,2211
Sienna Gold Ltd,INSTANCELEVEL,-36,Instance 1,Sienna Gold Ltd - Instance 1,10507,3512,4444,2165,525,897,380,1402,2475
COLD EXPRESS SA DE CV,INSTANCELEVEL,-36,Instance 1,COLD EXPRESS SA DE CV - Instance 1,719,10863,9474,7330,664,620,122,1243,2456
Murex N.A. Ltd,INSTANCELEVEL,-36,Instance 1,Murex N.A. Ltd - Instance 1,4880,3889,7346,5557,781,1078,113,1676,1771
Via Systems,INSTANCELEVEL,-36,Instance 1,Via Systems - Instance 1,6225,1609,5090,3363,495,785,469,1888,1939
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-36,Instance 1,DAKTEL COMUNICACIONES SA DE CV - Instance 1,6936,3676,7974,10423,436,836,393,1363,1703
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-36,Instance 1,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 1,4049,3460,5078,10044,521,940,292,1347,2160
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-36,Instance 1,OBED GERARDO ARELLANO GUTIERREZ - Instance 1,2708,6022,11916,11457,587,1061,409,1598,2081
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-36,Instance 1,REFRIGERACION COMER AGROPECU - Instance 1,8621,7913,3237,7768,652,781,395,1928,1917
Anunay Fab Ltd,INSTANCELEVEL,-36,Instance 1,Anunay Fab Ltd - Instance 1,10799,7412,11389,10099,396,1048,482,1778,1524
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-36,Instance 1,SUPER URECOAT INDUSTRIES - Instance 1,5641,7942,7027,6394,405,895,228,1833,2175
Jadow B & Sons Inc,INSTANCELEVEL,-36,Instance 1,Jadow B & Sons Inc - Instance 1,9659,11155,10559,10021,671,693,434,1446,1699
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-36,Instance 1,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 1,1744,2599,4717,5439,335,819,8,1999,1743
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-36,Instance 1,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 1,10310,11567,7435,2801,307,836,76,1157,1820
Alltech Automotive LLC,INSTANCELEVEL,-36,Instance 1,Alltech Automotive LLC - Instance 1,7003,3065,7802,611,433,700,242,1779,1991
DALE VALOR A MEXICO SC,INSTANCELEVEL,-36,Instance 1,DALE VALOR A MEXICO SC - Instance 1,72,3855,462,3099,429,682,368,1643,1889
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-36,Instance 1,SPIN MASTER MEXICO SA DE CV - Instance 1,3750,2255,8124,709,697,766,280,1572,2493
ATTEBURY GRAIN,INSTANCELEVEL,-36,Instance 1,ATTEBURY GRAIN - Instance 1,2633,3799,3658,8944,309,675,286,1810,2251
Vicor,INSTANCELEVEL,-36,Instance 1,Vicor - Instance 1,5136,8183,1679,1160,541,986,343,1423,1704
Baja Inc,INSTANCELEVEL,-36,Instance 1,Baja Inc - Instance 1,11478,5745,6225,1394,575,650,81,1382,1922
National Assn of Printing Ink,INSTANCELEVEL,-36,Instance 1,National Assn of Printing Ink - Instance 1,410,2453,1110,6578,727,1088,20,1884,2304
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-36,Instance 1,MA PATRICIA ROSALES HERNANDEZ - Instance 1,9830,817,2922,4333,399,957,243,1892,2363
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-36,Instance 1,EVERTIS DE MEXICO SA DE CV - Instance 1,11658,10105,2136,2371,316,1037,377,1123,1882
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-36,Instance 1,GENERAL DE CERAMICA S A DE C V - Instance 1,738,6626,6803,8642,714,674,207,1426,1946
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-36,Instance 1,GRUPO VACTREK SA DE CV - Instance 1,5673,8618,10785,11617,427,1055,153,1052,2041
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-36,Instance 1,JUAN ANGEL FLORES AGUIRRE - Instance 1,8376,1562,547,1358,541,1006,29,1891,1984
Triumph Tool NC Inc,INSTANCELEVEL,-36,Instance 1,Triumph Tool NC Inc - Instance 1,3021,1198,10976,11136,693,602,137,1225,2141
Darta NV,INSTANCELEVEL,-36,Instance 1,Darta NV - Instance 1,4846,1307,11762,4135,484,666,59,1176,1775
COTY UK LTD,INSTANCELEVEL,-36,Instance 1,COTY UK LTD - Instance 1,8472,10094,1850,10788,798,766,342,1091,1585
Deal Partners Limited,INSTANCELEVEL,-36,Instance 1,Deal Partners Limited - Instance 1,3537,1139,10060,9690,471,665,465,1803,1665
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-36,Instance 1,IRISA ADHESIVES CORPORATION SA DE CV - Instance 1,5314,10019,10972,3218,730,760,239,1354,2386
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-36,Instance 1,BOESDORFER & BOESDORFER INC - Instance 1,819,7120,4124,8530,386,784,13,1204,1749
GKN Sinter Metals,INSTANCELEVEL,-36,Instance 1,GKN Sinter Metals - Instance 1,8854,269,3268,6923,725,809,343,1856,1559
AGENCE PRESSE,INSTANCELEVEL,-36,Instance 1,AGENCE PRESSE - Instance 1,2935,2727,11639,3048,518,898,159,1447,2137
Vesco Foods Pty Ltd,INSTANCELEVEL,-36,Instance 1,Vesco Foods Pty Ltd - Instance 1,6281,5126,2183,8413,725,1089,31,1813,2029
AUREA SOFTWARE INC,INSTANCELEVEL,-36,Instance 1,AUREA SOFTWARE INC - Instance 1,9294,4440,6962,11422,587,684,15,1827,1831
Ocean Sports Wear,INSTANCELEVEL,-36,Instance 1,Ocean Sports Wear - Instance 1,986,6535,7350,4629,467,773,211,1785,1933
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-36,Instance 1,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 1,3603,2337,794,3280,383,1022,158,1957,1977
RAUL MORALES RAMIREZ,INSTANCELEVEL,-36,Instance 1,RAUL MORALES RAMIREZ - Instance 1,1289,2274,6039,11516,318,1084,409,1407,2180
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-36,Instance 1,STANLEY BOSTITCH SA DE CV - Instance 1,10454,9517,4994,2228,770,691,328,1190,2387
UNIFOODS SA DE CV,INSTANCELEVEL,-36,Instance 1,UNIFOODS SA DE CV - Instance 1,8620,7464,2040,11154,355,660,89,1392,1654
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-36,Instance 1,TOMAS MARTINEZ PATLAN - Instance 1,9586,2799,7983,4826,775,688,17,1980,1916
JARDINS DE NORTENE,INSTANCELEVEL,-36,Instance 1,JARDINS DE NORTENE - Instance 1,2647,6567,2887,836,400,689,206,1936,2010
Terry Store age spa,INSTANCELEVEL,-36,Instance 1,Terry Store age spa - Instance 1,4394,6363,2719,7279,623,778,94,1321,1731
Goldie Marketing Pty Ltd,INSTANCELEVEL,-36,Instance 1,Goldie Marketing Pty Ltd - Instance 1,805,988,11832,2023,751,1081,102,1193,2475
ST. CLAIR SERVICE,INSTANCELEVEL,-36,Instance 1,ST. CLAIR SERVICE - Instance 1,4851,4832,5511,11637,337,1054,223,1346,2411
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-36,Instance 1,Scottish Shellfish Marketing Group Ltd - Instance 1,4278,5278,7481,11176,627,611,471,1595,2234
CARNES KM SA DE CV,INSTANCELEVEL,-36,Instance 1,CARNES KM SA DE CV - Instance 1,1777,9629,869,8917,468,881,134,1500,2063
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-36,Instance 1,COMERCIALIZADORA UNICOR SA DE CV - Instance 1,4792,9358,3361,5463,762,1069,59,1761,1851
COMNET SA DE CV,INSTANCELEVEL,-36,Instance 1,COMNET SA DE CV - Instance 1,2568,7191,7920,7649,678,794,213,1611,1999
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-36,Instance 1,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 1,8361,8054,6629,4083,719,960,280,1563,1822
FRUITCORP SA DE CV,INSTANCELEVEL,-36,Instance 1,FRUITCORP SA DE CV - Instance 1,9708,1240,519,11568,313,1082,227,1785,1885
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-36,Instance 1,ORIGINALES THELVA SA DE CV - Instance 1,10203,5839,6985,4648,706,1051,434,1101,2233
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-36,Instance 1,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 1,1137,1837,7394,7665,434,667,229,1806,1893
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-36,Instance 1,COMERCIALIZADORA RIMATOM SA de CV - Instance 1,7809,9162,2355,3085,348,736,72,1509,2085
K & S Contractors Supply Co,INSTANCELEVEL,-36,Instance 1,K & S Contractors Supply Co - Instance 1,9480,4153,3661,751,526,1095,264,1516,1501
Tioga Hardwoods Inc,INSTANCELEVEL,-36,Instance 1,Tioga Hardwoods Inc - Instance 1,4867,1391,6913,6874,444,729,481,1286,2100
GHCL Limited,INSTANCELEVEL,-36,Instance 1,GHCL Limited - Instance 1,10647,11385,3125,8443,771,1096,357,1059,1663
Motion Industries Inc.,INSTANCELEVEL,-36,Instance 1,Motion Industries Inc. - Instance 1,3657,5864,6023,6713,652,895,239,1501,1850
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-36,Instance 1,SUKETU ORGANICS PRIVATE LIMITED - Instance 1,8841,5885,5125,5474,313,1009,330,1171,2030
Quantum Foods,INSTANCELEVEL,-36,Instance 1,Quantum Foods - Instance 1,3210,6251,11160,6806,723,651,27,1496,1521
Family Magazine,INSTANCELEVEL,-36,Instance 1,Family Magazine - Instance 1,8303,6449,9561,3709,482,887,110,1664,2490
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-36,Instance 1,PROGRESSIVE AG PARTNERS - Instance 1,2300,6830,6087,4758,589,735,155,1147,2493
Innovative Laser Inc,INSTANCELEVEL,-36,Instance 1,Innovative Laser Inc - Instance 1,2488,1215,459,1438,608,828,265,1796,1934
Addis Housewares Ltd,INSTANCELEVEL,-36,Instance 1,Addis Housewares Ltd - Instance 1,8869,4355,7667,11693,554,674,115,1968,1541
SIGMADIS BRIGNAIS,INSTANCELEVEL,-36,Instance 1,SIGMADIS BRIGNAIS - Instance 1,7057,9539,257,6871,490,634,170,1882,1683
APLNG,INSTANCELEVEL,-36,Instance 1,APLNG - Instance 1,7001,11979,10413,1285,434,635,404,1860,2313
Quince Hungary Kft,INSTANCELEVEL,-36,Instance 1,Quince Hungary Kft - Instance 1,440,7114,5661,4978,510,991,64,1967,2396
Jandel Scientific Inc.,INSTANCELEVEL,-36,Instance 1,Jandel Scientific Inc. - Instance 1,11037,3220,1990,9182,324,909,105,1024,2500
Viking Tool & Steel,INSTANCELEVEL,-36,Instance 1,Viking Tool & Steel - Instance 1,5144,1430,8426,7966,326,623,166,1095,2196
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-36,Instance 1,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 1,897,3413,9317,3632,732,985,380,1045,2208
MAPE USA,INSTANCELEVEL,-36,Instance 1,MAPE USA - Instance 1,2940,219,2991,8631,337,735,136,1485,1998
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-36,Instance 1,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 1,11576,7299,2060,9789,513,690,474,1923,2372
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-36,Instance 1,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 1,5528,6400,3016,2126,751,742,92,1955,1580
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-36,Instance 1,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 1,1441,11088,5985,9247,799,618,415,1167,2310
M&M SERVICE CO,INSTANCELEVEL,-36,Instance 1,M&M SERVICE CO - Instance 1,7982,2237,9607,11103,564,652,107,1654,1688
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-36,Instance 1,CARROLLTON FARMERS ELEVATOR CO - Instance 1,4895,4486,1700,342,786,943,143,1226,2044
L and P Financial Services Co,INSTANCELEVEL,-36,Instance 1,L and P Financial Services Co - Instance 1,273,3035,10633,4224,597,841,12,1788,1530
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-36,Instance 1,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 1,5542,10331,8111,11365,386,783,332,1341,2006
CATMADER SL,INSTANCELEVEL,-36,Instance 1,CATMADER SL - Instance 1,8059,6916,11892,2815,503,749,405,1516,2442
Tekno Inc,INSTANCELEVEL,-36,Instance 1,Tekno Inc - Instance 1,3648,11145,4636,5330,513,669,424,1766,2198
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-36,Instance 1,LUIS MANUEL REYES VAZQUEZ - Instance 1,5915,8374,11133,1027,673,686,336,1756,1593
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-36,Instance 1,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 1,8035,6623,8659,1485,559,1043,278,1797,1980
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-36,Instance 1,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 1,5576,11428,4574,6338,792,737,237,1477,1885
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-36,Instance 1,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 1,6543,5122,4039,3977,340,927,273,1580,1933
COMERGALV SA DE CV,INSTANCELEVEL,-36,Instance 1,COMERGALV SA DE CV - Instance 1,3632,1931,7463,1300,312,903,296,1249,1847
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-36,Instance 1,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 1,3174,10208,9579,1637,636,804,138,1307,1637
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-36,Instance 1,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 1,10181,11462,2777,3566,583,853,373,1137,2252
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-36,Instance 1,Pintura Estampado y Montaje Sapi de CV - Instance 1,3750,1062,8761,7272,392,889,479,1597,1855
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-36,Instance 1,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 1,8964,8597,7961,6740,789,772,12,1069,2156
TERENTRO SA DE CV,INSTANCELEVEL,-36,Instance 1,TERENTRO SA DE CV - Instance 1,9284,7259,2592,11658,640,1095,420,1381,2445
FUNTASTIC LIMITED,INSTANCELEVEL,-36,Instance 1,FUNTASTIC LIMITED - Instance 1,11010,9686,8696,10774,584,902,213,1245,1938
DeeTag USA,INSTANCELEVEL,-36,Instance 1,DeeTag USA - Instance 1,2335,586,8577,8251,388,684,5,1984,1500
Lakeland Village,INSTANCELEVEL,-36,Instance 1,Lakeland Village - Instance 1,8272,5644,8649,3509,576,778,177,1054,1717
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-36,Instance 1,CHAOAN SWEET BEST FOOD CO LTD - Instance 1,7785,5033,3723,5993,449,804,298,1771,2291
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-36,Instance 1,Cadbury Beverages Div Cadbury - Instance 1,11461,1989,7054,11597,330,646,22,1547,2050
Do not Use1,INSTANCELEVEL,-36,Instance 1,Do not Use1 - Instance 1,6620,4514,10637,4552,364,945,115,1582,2222
Oil Chem Research Corp,INSTANCELEVEL,-36,Instance 1,Oil Chem Research Corp - Instance 1,8142,8397,9124,9276,729,632,168,1260,2305
LICK ELEVATOR,INSTANCELEVEL,-36,Instance 1,LICK ELEVATOR - Instance 1,9573,3447,7249,3471,637,1082,119,1222,1747
Quanex Screens LLC,INSTANCELEVEL,-36,Instance 1,Quanex Screens LLC - Instance 1,5837,3496,7533,10527,746,981,355,1076,1955
A and T unlimit Limited,INSTANCELEVEL,-36,Instance 2,A and T unlimit Limited - Instance 2,829,7488,6442,3806,641,904,178,1582,1779
Sienna Gold Ltd,INSTANCELEVEL,-36,Instance 2,Sienna Gold Ltd - Instance 2,2807,953,4909,4449,316,1036,323,1175,2095
COLD EXPRESS SA DE CV,INSTANCELEVEL,-36,Instance 2,COLD EXPRESS SA DE CV - Instance 2,453,32,7592,3131,695,696,434,1172,2088
Murex N.A. Ltd,INSTANCELEVEL,-36,Instance 2,Murex N.A. Ltd - Instance 2,1704,3859,10635,3089,458,886,72,1307,2267
Via Systems,INSTANCELEVEL,-36,Instance 2,Via Systems - Instance 2,6381,4205,6957,1464,493,703,241,1037,2235
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-36,Instance 2,DAKTEL COMUNICACIONES SA DE CV - Instance 2,998,6723,9386,2697,404,812,125,1986,2448
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-36,Instance 2,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 2,11969,4733,1844,10153,352,1018,230,1380,1967
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-36,Instance 2,OBED GERARDO ARELLANO GUTIERREZ - Instance 2,9364,10018,4928,1965,346,829,468,1801,1715
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-36,Instance 2,REFRIGERACION COMER AGROPECU - Instance 2,893,4705,8849,2015,595,695,42,1882,1608
Anunay Fab Ltd,INSTANCELEVEL,-36,Instance 2,Anunay Fab Ltd - Instance 2,9453,6833,3288,7339,427,933,222,1577,1996
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-36,Instance 2,SUPER URECOAT INDUSTRIES - Instance 2,2944,6111,7666,3992,530,866,86,1333,1957
Jadow B & Sons Inc,INSTANCELEVEL,-36,Instance 2,Jadow B & Sons Inc - Instance 2,11473,8953,4070,1568,311,959,109,1843,2126
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-36,Instance 2,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 2,1439,4614,7294,8823,565,765,418,1637,2468
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-36,Instance 2,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 2,2592,3464,9605,9949,508,1050,179,1881,1938
Alltech Automotive LLC,INSTANCELEVEL,-36,Instance 2,Alltech Automotive LLC - Instance 2,7826,1711,6881,11029,559,978,245,1846,1934
DALE VALOR A MEXICO SC,INSTANCELEVEL,-36,Instance 2,DALE VALOR A MEXICO SC - Instance 2,178,598,83,3819,686,920,223,1093,2259
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-36,Instance 2,SPIN MASTER MEXICO SA DE CV - Instance 2,9052,1685,6297,7213,652,711,463,1290,2302
ATTEBURY GRAIN,INSTANCELEVEL,-36,Instance 2,ATTEBURY GRAIN - Instance 2,8409,1585,2722,3347,769,1076,306,1023,2032
Vicor,INSTANCELEVEL,-36,Instance 2,Vicor - Instance 2,6415,10488,5533,4197,481,722,483,1613,1970
Baja Inc,INSTANCELEVEL,-36,Instance 2,Baja Inc - Instance 2,1662,235,6866,4192,367,803,173,1038,2066
